index,raw_payload,rejection_reason
85491,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""12"", ""arrival_date_day_of_month"": ""16"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""DEU"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-03-16""}",No guests in booking
85539,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""11"", ""arrival_date_day_of_month"": ""12"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""SVN"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-03-17""}",No guests in booking
85931,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""9"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""12"", ""arrival_date_day_of_month"": ""16"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""6"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""NLD"", ""market_segment"": ""Groups"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""29"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""3.38"", ""required_car_parking_spaces"": ""1"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-03-24""}",No guests in booking
88017,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""16"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""11"", ""arrival_date_day_of_month"": ""11"", ""stays_in_weekend_nights"": ""14"", ""stays_in_week_nights"": ""35"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Corporate"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""21"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""215"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-04-29""}",No guests in booking
88327,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""5"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""18"", ""arrival_date_day_of_month"": ""27"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""5"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""ESP"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""4"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-05-04""}",No guests in booking
88328,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""30"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""May"", ""arrival_date_week_number"": ""19"", ""arrival_date_day_of_month"": ""1"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""52"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-05-04""}",No guests in booking
88439,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""52"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""April"", ""arrival_date_week_number"": ""18"", ""arrival_date_day_of_month"": ""30"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""4"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""SWE"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""14"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""136.46"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-05-06""}",No guests in booking
89359,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""52"", ""arrival_date_day_of_month"": ""21"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""2"", ""previous_bookings_not_canceled"": ""6"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""94"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-21""}",No guests in booking
89360,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""52"", ""arrival_date_day_of_month"": ""21"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""2"", ""previous_bookings_not_canceled"": ""6"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""94"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-21""}",No guests in booking
90930,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""107"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""23"", ""arrival_date_day_of_month"": ""3"", ""stays_in_weekend_nights"": ""3"", ""stays_in_week_nights"": ""7"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""FRA"", ""market_segment"": ""Groups"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""37"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-06-13""}",No guests in booking
91428,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""June"", ""arrival_date_week_number"": ""26"", ""arrival_date_day_of_month"": ""21"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""C"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-06-21""}",No guests in booking
92814,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""108"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""5"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""5"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""89"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""77.53"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-07-12""}",No guests in booking
92962,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""55"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""March"", ""arrival_date_week_number"": ""10"", ""arrival_date_day_of_month"": ""5"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Corporate"", ""distribution_channel"": ""Corporate"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""1"", ""previous_bookings_not_canceled"": ""9"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": ""40"", ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""1"", ""required_car_parking_spaces"": ""1"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-03-07""}",No guests in booking
93204,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""159"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""28"", ""arrival_date_day_of_month"": ""3"", ""stays_in_weekend_nights"": ""5"", ""stays_in_week_nights"": ""10"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""FIN"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""11"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-07-18""}",No guests in booking
93320,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""30"", ""arrival_date_day_of_month"": ""19"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""SWE"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""G"", ""assigned_room_type"": ""B"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""14"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-07-20""}",No guests in booking
93397,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""1"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""30"", ""arrival_date_day_of_month"": ""20"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""1"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""B"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""14"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-07-21""}",No guests in booking
93753,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""31"", ""arrival_date_day_of_month"": ""26"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Complementary"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""B"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-07-26""}",No guests in booking
93754,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""July"", ""arrival_date_week_number"": ""31"", ""arrival_date_day_of_month"": ""26"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Complementary"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-07-26""}",No guests in booking
